-4.154172202106565237e-04,2.258845233882311732e-05,-3.640155773609876633e-05,2.395645424257963896e-06,2.786958611977752298e-05,-6.857074185973033309e-05,-1.617299567442387342e-04,-9.123091876972466707e-05,-1.854022957559209317e-05,8.048711606534197927e-05,3.361847484484314919e-05,3.573969661374576390e-05,1.153908669948577881e-06,-5.109641933813691139e-04,2.743875302257947624e-05,-2.188934013247489929e-05,-3.118267923127859831e-04,1.452499418519437313e-06,7.203858694992959499e-05,6.427504558814689517e-05,-1.809558161767199636e-04,-2.509427140466868877e-04,3.032660242752172053e-05,1.175963334389962256e-04,9.736136416904628277e-05,-5.102412542328238487e-04,-9.260432852897793055e-05,-2.497821988072246313e-04,2.102228027069941163e-04,-1.574167836224660277e-04
-8.606440387666225433e-04,-5.316855385899543762e-04,5.007366416975855827e-05,9.379202965646982193e-04,-7.926108664833009243e-04,-2.197706780862063169e-04,-6.206870602909475565e-05,-4.715422110166400671e-04,7.596848445245996118e-05,5.984246308798901737e-05,-1.206876841024495661e-04,5.806105036754161119e-05,2.719018666539341211e-04,-1.686585601419210434e-04,4.851060657529160380e-05,-1.712906523607671261e-04,-2.103062724927440286e-04,-3.520656027831137180e-04,1.067581106326542795e-04,-3.093040868407115340e-05,-5.347814067135914229e-07,4.191574407741427422e-04,-6.273409817367792130e-04,6.806901074014604092e-04,1.212609859067015350e-04,-2.477144334989134222e-05,7.402202754747122526e-05,2.232776168966665864e-04,1.634901855140924454e-04,-1.051206563715822995e-04
-7.564592010567139369e-07,2.712724381126463413e-04,-1.437201171938795596e-05,1.108654250856488943e-04,1.740368861646857113e-05,1.863458019215613604e-04,8.278840687125921249e-05,-2.535958483349531889e-04,4.835191066376864910e-05,9.070730448001995683e-05,1.027806229103589430e-05,-1.708298368612304330e-04,3.374607331352308393e-07,-1.815469877328723669e-04,-1.834949580370448530e-05,-7.005427050899015740e-06,1.301705196965485811e-04,-4.789514932781457901e-04,5.294546554068801925e-06,2.426511200610548258e-04,-1.186267400044016540e-05,-1.293891909881494939e-05,-1.843369245762005448e-04,-3.754757926799356937e-07,2.669811692612711340e-06,1.453719596611335874e-04,1.492312776463222690e-06,-2.439962736389134079e-05,-1.352207277705019806e-06,1.113622602133546025e-05
-1.051680283126188442e-05,-1.065608012140728533e-05,-4.336104211688507348e-06,-1.933412022481206805e-06,-1.529907240183092654e-05,1.426846392860170454e-05,2.184107870562002063e-06,-2.803476490953471512e-05,-5.901894837734289467e-06,2.045272253781149630e-07,2.400121957180090249e-06,-1.162299849966075271e-05,-8.827784768072888255e-06,1.759086444508284330e-05,3.302380491732037626e-06,5.976671673124656081e-07,5.301146302372217178e-06,-1.551723471493460238e-06,-4.870400971412891522e-08,-1.060126942320493981e-05,3.468131353656644933e-06,-6.916832717251963913e-06,3.604430958148441277e-06,1.539587628940353170e-06,-7.058226856315741315e-07,-1.989467136809253134e-06,1.644060830585658550e-06,2.436936483718454838e-06,4.025006091978866607e-06,-8.156704097928013653e-06
3.921339288353919983e-03,5.481411353684961796e-04,2.470213687047362328e-03,-6.588886026293039322e-05,-1.525122206658124924e-03,4.203091375529766083e-04,-1.792125636711716652e-03,-4.579293890856206417e-04,-7.367004582192748785e-05,-2.513047002139501274e-05,-1.654636114835739136e-03,-2.909975592046976089e-03,4.098421894013881683e-03,-1.442223205231130123e-03,5.742060020565986633e-04,-6.508520073111867532e-06,-3.610519226640462875e-03,-8.967703906819224358e-04,1.793025585357099771e-04,-3.952893530367873609e-05,7.718930719420313835e-04,1.467565743951126933e-05,-3.564000595360994339e-03,-1.489600865170359612e-03,1.219551544636487961e-03,-3.629206330515444279e-04,-7.877325406298041344e-04,1.879480318166315556e-03,-3.460803767666220665e-03,-3.349167294800281525e-03
-1.113870879635214806e-03,-1.161818625405430794e-03,-1.083883806131780148e-03,1.103833084926009178e-03,-2.127718471456319094e-04,-4.292582161724567413e-05,1.050118153216317296e-04,-1.600810093805193901e-03,-5.503906868398189545e-04,5.579935168498195708e-05,-2.780346432700753212e-03,-2.106268802890554070e-04,1.916873152367770672e-04,1.174569246359169483e-03,1.610665814951062202e-03,6.216325709829106927e-05,7.871263369452208281e-05,3.814631490968167782e-04,-8.655120618641376495e-04,-4.967190034221857786e-05,-2.458615344949066639e-04,-1.525046071037650108e-03,-7.763301255181431770e-04,6.362248677760362625e-04,-5.190849769860506058e-04,7.958792848512530327e-04,1.107559655793011189e-04,-5.523474828805774450e-05,5.534532247111201286e-04,-4.608802555594593287e-04
-5.564846560446312651e-06,1.226124732056632638e-05,8.273192361230030656e-05,-1.496167806180892512e-05,-2.080521517200395465e-05,5.903271958231925964e-04,-4.349083974375389516e-05,2.274232429044786841e-05,4.077806806890293956e-06,2.596650301711633801e-05,-8.826165867503732443e-06,-9.623750884202308953e-06,-1.342114319413667545e-05,-1.000478077912703156e-04,-3.962654955103062093e-05,6.834017403889447451e-05,1.619412068976089358e-05,3.384282899787649512e-05,1.528316934127360582e-04,-3.603869117796421051e-05,-3.448440111242234707e-05,7.368364094872958958e-06,-9.846782631939277053e-06,8.533878281014040112e-05,-9.849874913925305009e-05,-3.315075446153059602e-05,1.634613727219402790e-05,8.763789082877337933e-06,1.058675388776464388e-05,-2.329843118786811829e-04
1.153495977632701397e-04,1.181721105240285397e-03,-2.338501417398219928e-06,9.314365684986114502e-03,8.301177331304643303e-06,-8.796775364316999912e-05,-9.980879258364439011e-04,1.429527910659089684e-04,-2.564459864515811205e-04,1.097018975997343659e-04,3.990048298874171451e-06,4.465174861252307892e-03,-8.596482075517997146e-06,4.721335426438599825e-05,1.796785800252109766e-04,-1.132422257796861231e-04,2.916398225352168083e-04,-4.783937583852093667e-07,1.246852480107918382e-04,4.621068655978888273e-04,1.972570089492364787e-06,-5.552941729547455907e-05,2.026853180723264813e-04,-2.091766655212268233e-04,-4.748907667817547917e-05,-2.062561834463849664e-04,1.075777458027005196e-03,-7.062105578370392323e-05,4.013440411654300988e-05,1.853507827036082745e-03
1.811744186852592975e-05,4.700107820099219680e-05,-1.150047639384865761e-03,-4.332888784119859338e-05,1.760556828230619431e-03,-2.465662779286503792e-03,-2.252232843602541834e-05,-1.183571061119437218e-03,1.948679448105394840e-03,8.160619472619146109e-05,-8.444741833955049515e-04,2.171437372453510761e-04,-2.466423902660608292e-04,-1.859152980614453554e-04,-4.890377022093161941e-05,1.252775109605863690e-05,4.023916062578791752e-07,-1.646950840950012207e-03,-2.511638194846455008e-05,-1.167607479146681726e-05,7.018968972261063755e-06,-3.567619714885950089e-04,2.807092459988780320e-05,-1.667659962549805641e-04,-7.699264679104089737e-04,-1.736101694405078888e-05,2.622829750180244446e-03,2.210309030488133430e-03,8.511324267601594329e-05,-1.516815791546832770e-05
-6.062911124899983406e-04,2.282611603732220829e-06,-2.539616980357095599e-05,-2.247746851935517043e-05,-2.325438435946125537e-05,4.400840043672360480e-05,3.148528776364400983e-06,-1.104304192267591134e-05,1.709462367216474377e-06,3.450008443905971944e-05,-2.988403502968139946e-05,1.678785338299348950e-05,-4.648816684493795037e-06,-1.279916796192992479e-05,5.240015070739900693e-06,1.180389699584338814e-05,-2.860414497263263911e-05,-1.033153057505842298e-05,-2.876395228668116033e-05,2.870460548365372233e-06,-9.907636922434903681e-06,-2.244619099656119943e-05,-7.081301191647071391e-06,4.579858068609610200e-05,-3.517235199979040772e-06,1.810446156014222652e-05,1.788183362805284560e-05,1.418982355971820652e-05,-1.180612889584153891e-05,-2.506353666831273586e-07
